nom,SIREN,COG,type,population,tranche_pop,adresse_courriel,telephone,site_internet
Oricourt,217003961,70396,COM,38,hab < 1000,,,
Ormenans,217003979,70397,COM,75,hab < 1000,,,
Ormoiche,217003987,70398,COM,70,hab < 1000,,,
Ormoy,217003995,70399,COM,222,hab < 1000,mairie-ormoy@wanadoo.fr,03 84 92 50 42,http://www.ormoy-70.fr
Ouge,217004001,70400,COM,107,hab < 1000,mairie.ouge@orange.fr,03 84 68 55 04,http://www.ouge.fr
Ovanches,217004019,70401,COM,133,hab < 1000,,,
Oyrières,217004027,70402,COM,402,hab < 1000,,,
Palante,217004035,70403,COM,240,hab < 1000,,,
Passavant-la-Rochère,217004043,70404,COM,631,hab < 1000,passavant.mairie@wanadoo.fr,03 84 92 42 34,http://www.passavantlarochere.fr
Pennesières,217004050,70405,COM,193,hab < 1000,,,
Percey-le-Grand,217004068,70406,COM,89,hab < 1000,,,
Perrouse,217004076,70407,COM,271,hab < 1000,,,
Pesmes,217004084,70408,COM,1121,1000 ≤ hab < 3500,mairie-pesmes@wanadoo.fr,03 84 31 22 27,http://www.pesmes.fr
Pierrecourt,217004092,70409,COM,111,hab < 1000,,,
Pin,217004100,70410,COM,694,hab < 1000,mairiedepin@wanadoo.fr,03 81 55 02 99,http://www.communedepin.fr
La Pisseure,217004118,70411,COM,36,hab < 1000,,,
Plainemont,217004126,70412,COM,70,hab < 1000,,,
Plancher-Bas,217004134,70413,COM,1999,1000 ≤ hab < 3500,secretariat-de-plancher-bas2@wanadoo.fr,03 84 23 13 39,http://www.mairie-plancher-bas.fr
Plancher-les-Mines,217004142,70414,COM,1012,1000 ≤ hab < 3500,mairiedeplancherlesmines@wanadoo.fr,03 84 23 61 14,http://plancherlesmines.ccrc70.fr
Polaincourt-et-Clairefontaine,217004159,70415,COM,746,hab < 1000,,,
Pomoy,217004167,70416,COM,218,hab < 1000,,,
Pontcey,217004175,70417,COM,309,hab < 1000,,,
La Romaine,200053056,70418,COM,521,hab < 1000,mairie-laromaine@orange.fr,03 84 78 02 22,https://www.laromaine.fr
Pont-du-Bois,217004191,70419,COM,115,hab < 1000,,,
Pont-sur-l'Ognon,217004209,70420,COM,70,hab < 1000,,,
Port-sur-Saône,217004217,70421,COM,3057,1000 ≤ hab < 3500,secretariat@port-sur-saone.fr,03 84 78 18 00,http://www.ville-port-sur-saone.fr
Poyans,217004225,70422,COM,144,hab < 1000,,,
Preigney,217004233,70423,COM,109,hab < 1000,,,
La Proiselière-et-Langle,217004258,70425,COM,148,hab < 1000,mairie-laproiseliereetlangle@wanadoo.fr,03 84 94 02 72,https://www.laproiseliereetlangle.fr 
Provenchère,217004266,70426,COM,271,hab < 1000,,,
Purgerot,217004274,70427,COM,354,hab < 1000,,,
Pusey,217004282,70428,COM,1542,1000 ≤ hab < 3500,mairie-pusey@wanadoo.fr,03 84 76 45 93,http://www.pusey.fr
Pusy-et-Épenoux,217004290,70429,COM,564,hab < 1000,pusy-epenoux@vesoul.fr,03 84 75 39 95,http://pusy-epenoux.fr
La Quarte,217004308,70430,COM,65,hab < 1000,,,
Quenoche,217004316,70431,COM,253,hab < 1000,,,
Quers,217004324,70432,COM,363,hab < 1000,,,
Quincey,217004332,70433,COM,1436,1000 ≤ hab < 3500,quincey@vesoul.fr,03 84 75 10 96,http://www.quincey.fr
Raddon-et-Chapendu,217004357,70435,COM,890,hab < 1000,,,
Raincourt,217004365,70436,COM,125,hab < 1000,commune.raincourt@orange.fr,03 84 68 05 80,http://www.mairie-raincourt.com
Ranzevelle,217004373,70437,COM,18,hab < 1000,,,
Ray-sur-Saône,217004381,70438,COM,211,hab < 1000,,,
Raze,217004399,70439,COM,355,hab < 1000,,,
Recologne,217004407,70440,COM,33,hab < 1000,,,
Recologne-lès-Rioz,217004415,70441,COM,252,hab < 1000,,,
Renaucourt,217004423,70442,COM,108,hab < 1000,,,
La Grande-Résie,217004431,70443,COM,84,hab < 1000,,,
La Résie-Saint-Martin,217004449,70444,COM,158,hab < 1000,,,
Rignovelle,217004456,70445,COM,110,hab < 1000,,,
Rigny,217004464,70446,COM,605,hab < 1000,mairie.rigny@wanadoo.fr,03 84 64 81 75,http://www.rigny70.fr
Rioz,217004472,70447,COM,2352,1000 ≤ hab < 3500,mairie@rioz.fr,03 84 91 84 84,http://www.rioz.fr
Roche-et-Raucourt,217004480,70448,COM,165,hab < 1000,,,
Roche-sur-Linotte-et-Sorans-les-Cordiers,217004498,70449,COM,68,hab < 1000,,,
La Rochelle,217004506,70450,COM,39,hab < 1000,mairiedelarochelle@laposte.net,03 84 91 08 13,http://www.larochelle70.fr
Ronchamp,217004514,70451,COM,2799,1000 ≤ hab < 3500,contact@mairie-ronchamp.fr,03 84 20 64 70,http://www.ronchamp.fr
Rosey,217004522,70452,COM,279,hab < 1000,,,
La Rosière,217004530,70453,COM,83,hab < 1000,,,
Rosières-sur-Mance,217004548,70454,COM,51,hab < 1000,,,
Roye,217004555,70455,COM,1603,1000 ≤ hab < 3500,mairie@roye.fr,03 84 30 10 97,http://www.roye-70.fr
Ruhans,217004563,70456,COM,161,hab < 1000,mairie.ruhans@orange.fr,03 84 68 35 80,http://www.mairie-ruhans.fr
Rupt-sur-Saône,217004571,70457,COM,119,hab < 1000,,,
Saint-Barthélemy,217004597,70459,COM,1142,1000 ≤ hab < 3500,,,
Saint-Bresson,217004605,70460,COM,448,hab < 1000,,,
Saint-Broing,217004613,70461,COM,118,hab < 1000,,,
Saint-Ferjeux,217004621,70462,COM,78,hab < 1000,,,
Saint-Gand,217004639,70463,COM,136,hab < 1000,,,
Saint-Germain,217004647,70464,COM,1375,1000 ≤ hab < 3500,mairiestgermain70@orange.fr,03 84 30 10 87,http://www.saintgermain70.fr
Saint-Loup-Nantouard,217004662,70466,COM,118,hab < 1000,,,
Saint-Loup-sur-Semouse,217004670,70467,COM,3327,1000 ≤ hab < 3500,mairie@saint-loup.eu,03 84 49 06 22,http://www.saint-loup.eu
Saint-Marcel,217004688,70468,COM,96,hab < 1000,,,
Sainte-Marie-en-Chanois,217004696,70469,COM,218,hab < 1000,,,
Sainte-Marie-en-Chaux,217004704,70470,COM,168,hab < 1000,,,
Sainte-Reine,217004712,70471,COM,33,hab < 1000,,,
Saint-Rémy-en-Comté,217004720,70472,COM,575,hab < 1000,mairie@saint-remy70.fr,03 84 91 18 50,http://www.saint-remy70.fr
Saint-Sauveur,217004738,70473,COM,1968,1000 ≤ hab < 3500,mairie-st-sauveur@orange.fr,03 84 93 73 74,http://www.st-sauveur.fr
Saint-Sulpice,217004746,70474,COM,137,hab < 1000,,,
Saponcourt,217004761,70476,COM,64,hab < 1000,,,
Saulnot,217004779,70477,COM,759,hab < 1000,mairie.saulnot@wanadoo.fr,03 84 27 41 54,http://www.saulnot.fr
Saulx,217004787,70478,COM,930,hab < 1000,maire@saulx.fr,03 84 95 86 75,http://www.saulx.fr
Sauvigney-lès-Gray,217004795,70479,COM,109,hab < 1000,,,
Sauvigney-lès-Pesmes,217004803,70480,COM,152,hab < 1000,,,
Savoyeux,217004811,70481,COM,223,hab < 1000,,,
Scey-sur-Saône-et-Saint-Albin,217004829,70482,COM,1577,1000 ≤ hab < 3500,comscey@wanadoo.fr,03 84 68 86 99,http://www.scey-sur-saone.fr
Scye,217004837,70483,COM,138,hab < 1000,,,
Secenans,217004845,70484,COM,185,hab < 1000,,,
Selles,217004852,70485,COM,222,hab < 1000,,,
Semmadon,217004860,70486,COM,124,hab < 1000,,,
Senargent-Mignafans,217004878,70487,COM,300,hab < 1000,,,
Senoncourt,217004886,70488,COM,207,hab < 1000,,,
Servance-Miellin,200065381,70489,COM,862,hab < 1000,mairie.servance@wanadoo.fr,03 84 20 41 06,http://servance.cchvo.org
Servigney,217004902,70490,COM,125,hab < 1000,,,
Seveux-Motey,200086460,70491,COM,488,hab < 1000,mairie.seveux@wanadoo.fr,03 84 67 10 95,http://www.mairie-seveux.fr
Soing-Cubry-Charentenay,217004928,70492,COM,567,hab < 1000,mairie.soing@wanadoo.fr,03 84 78 41 97,http://www.mairie-soingcubrycharentenay.fr
Sorans-lès-Breurey,217004936,70493,COM,443,hab < 1000,mairie.soranslesbreurey@orange.fr,03 84 91 73 38,http://www.mairie-sorans-les-breurey.fr
Sornay,217004944,70494,COM,339,hab < 1000,mairie.sornay70@orange.fr,03 84 32 25 36,http://mairie-sornay.fr
Tartécourt,217004969,70496,COM,29,hab < 1000,,,
Ternuay-Melay-et-Saint-Hilaire,217004985,70498,COM,516,hab < 1000,,,
Theuley,217004993,70499,COM,109,hab < 1000,,,
Thieffrans,217005008,70500,COM,182,hab < 1000,,,
Thiénans,217005016,70501,COM,97,hab < 1000,,,
Tincey-et-Pontrebeau,217005024,70502,COM,86,hab < 1000,,,
Traitiéfontaine,217005032,70503,COM,164,hab < 1000,,,
Traves,217005040,70504,COM,372,hab < 1000,communedetraves@wanadoo.fr,03 84 68 85 93,https://www.traves.fr
Le Tremblois,217005057,70505,COM,186,hab < 1000,,,
Trémoins,217005065,70506,COM,393,hab < 1000,mairiedetremoins@wanadoo.fr,03 84 56 85 74,http://www.tremoins.com
Trésilley,217005073,70507,COM,230,hab < 1000,mairiedetresilley@wanadoo.fr,03 84 91 80 22,https://www.tresilley.fr
Tromarey,217005099,70509,COM,99,hab < 1000,,,
Vadans,217005107,70510,COM,139,hab < 1000,,,
Vaite,217005115,70511,COM,219,hab < 1000,,,
La Vaivre,217005123,70512,COM,218,hab < 1000,,,
Vaivre-et-Montoille,217005131,70513,COM,2496,1000 ≤ hab < 3500,mairie@vaivre-et-montoille.fr,03 84 96 95 95,http://vaivre-et-montoille.fr
Valay,217005149,70514,COM,701,hab < 1000,mairie.valay@orange.fr,03 84 31 53 58,http://www.valay.fr
Le Val-de-Gouhenans,217005156,70515,COM,68,hab < 1000,,,
Vallerois-le-Bois,217005164,70516,COM,261,hab < 1000,,,
Vallerois-Lorioz,217005172,70517,COM,393,hab < 1000,vallerois-lorioz@orange.fr,03 84 68 64 10,http://www.vallerois-lorioz.fr
Le Val-Saint-Éloi,217005180,70518,COM,102,hab < 1000,,,
Vandelans,217005198,70519,COM,115,hab < 1000,,,
Vanne,217005206,70520,COM,98,hab < 1000,mairie.vanne@wanadoo.fr,03 84 78 00 64,http://www.vanne-70.fr
Vantoux-et-Longevelle,217005214,70521,COM,180,hab < 1000,,,
Varogne,217005222,70522,COM,145,hab < 1000,,,
Vars,217005230,70523,COM,204,hab < 1000,,,
Vauchoux,217005248,70524,COM,118,hab < 1000,,,
Vauconcourt-Nervezain,217005255,70525,COM,221,hab < 1000,,,
Vauvillers,217005263,70526,COM,694,hab < 1000,,,
Vaux-le-Moncelot,217005271,70527,COM,71,hab < 1000,,,
Velesmes-Échevanne,217005289,70528,COM,504,hab < 1000,commune-de-velesmes@orange.fr,03 84 32 74 44,http://www.velesmes-echevanne.fr
Velet,217005297,70529,COM,398,hab < 1000,,,
Vellechevreux-et-Courbenans,217005305,70530,COM,130,hab < 1000,,,
Velleclaire,217005313,70531,COM,109,hab < 1000,velleclaire.mairie@free.fr,03 84 32 96 57,http://www.montsdegy.fr
Vellefaux,217005321,70532,COM,497,hab < 1000,mairiedevellefaux@wanadoo.fr,03 84 68 60 89,http://www.vellefaux.fr
Vellefrey-et-Vellefrange,217005339,70533,COM,120,hab < 1000,,,
Vellefrie,217005347,70534,COM,133,hab < 1000,,,
Velleguindry-et-Levrecey,217005354,70535,COM,160,hab < 1000,,,
Velle-le-Châtel,217005362,70536,COM,139,hab < 1000,,,
Velleminfroy,217005370,70537,COM,307,hab < 1000,,,
Vellemoz,217005388,70538,COM,83,hab < 1000,,,
Vellexon-Queutrey-et-Vaudey,217005396,70539,COM,476,hab < 1000,mairie.vellexon@wanadoo.fr,03 84 78 45 69,https://www.vellexonqueutreyetvaudey.wordpress.com
Velloreille-lès-Choye,217005404,70540,COM,80,hab < 1000,,,
Velorcey,217005412,70541,COM,219,hab < 1000,,,
Venère,217005420,70542,COM,225,hab < 1000,,,
La Vergenne,217005446,70544,COM,121,hab < 1000,,,
Venisey,217005453,70545,COM,142,hab < 1000,,,
Vereux,217005461,70546,COM,252,hab < 1000,,,
Verlans,217005479,70547,COM,186,hab < 1000,mairieverlans@free.fr,03 84 46 01 04,http://mairieverlans.free.fr
Vernois-sur-Mance,217005487,70548,COM,150,hab < 1000,,,
La Vernotte,217005495,70549,COM,74,hab < 1000,,,
Vesoul,217005503,70550,COM,16093,10.000 ≤ hab < 100.000,ville-vesoul@vesoul.fr,03 84 78 64 00,http://www.vesoul.fr
Villafans,217005529,70552,COM,214,hab < 1000,,,
Villargent,217005537,70553,COM,124,hab < 1000,,,
Villars-le-Pautel,217005545,70554,COM,196,hab < 1000,,,
La Villedieu-en-Fontenette,217005552,70555,COM,177,hab < 1000,,,
Villefrancon,217005578,70557,COM,140,hab < 1000,,,
La Villeneuve-Bellenoye-et-la-Maize,217005586,70558,COM,140,hab < 1000,,,
Villeparois,217005594,70559,COM,220,hab < 1000,mairie.villeparois@wanadoo.fr,03 84 75 29 28,http://www.villeparois.fr
Villers-Bouton,217005602,70560,COM,162,hab < 1000,,,
Villersexel,217005610,70561,COM,1551,1000 ≤ hab < 3500,mairie@mairie-villersexel.com,03 84 20 54 49,http://www.villersexel.fr
Villers-la-Ville,217005628,70562,COM,146,hab < 1000,,,
Villers-le-Sec,217005636,70563,COM,543,hab < 1000,mairie.villerslesec@orange.fr,03 84 75 57 93,http://www.villerslesec.fr
Villers-lès-Luxeuil,217005644,70564,COM,315,hab < 1000,mairie@villers-les-luxeuil.com,03 84 94 57 24,http://www.villers-les-luxeuil.com
Villers-Pater,217005651,70565,COM,52,hab < 1000,,,
Villers-sur-Port,217005669,70566,COM,218,hab < 1000,,,
Villers-sur-Saulnot,217005677,70567,COM,135,hab < 1000,,,
Villers-Vaudey,217005685,70568,COM,64,hab < 1000,,,
Vilory,217005693,70569,COM,69,hab < 1000,,,
Visoncourt,217005719,70571,COM,42,hab < 1000,communedevisoncourt@wanadoo.fr,03 84 94 97 69,http://www.cctv70.fr
Vitrey-sur-Mance,217005727,70572,COM,277,hab < 1000,,,
La Voivre,217005735,70573,COM,147,hab < 1000,,,
Volon,217005743,70574,COM,61,hab < 1000,,,
Voray-sur-l'Ognon,217005750,70575,COM,833,hab < 1000,mairie.voray.ognon@wanadoo.fr,03 81 56 81 23,https://voraysurlognon.fr
Vougécourt,217005768,70576,COM,150,hab < 1000,,,
Vouhenans,217005776,70577,COM,376,hab < 1000,mairievouhenans@orange.fr,03 84 62 90 44,http://www.vouhenans.fr
Vregille,217005784,70578,COM,175,hab < 1000,mairie.vregille@wanadoo.fr,03 81 55 49 58,http://www.vregille.fr
Vyans-le-Val,217005792,70579,COM,477,hab < 1000,contact@mairievyansleval.fr,03 84 46 33 17,http://www.mairie-vyansleval.fr
Vy-le-Ferroux,217005800,70580,COM,161,hab < 1000,,,
Vy-lès-Lure,217005818,70581,COM,683,hab < 1000,mairie.vy.les.lure@orange.fr,03 84 63 93 88,http://www.vyleslure.fr
Vy-lès-Rupt,217005826,70582,COM,97,hab < 1000,,,
Vy-lès-Filain,217005834,70583,COM,125,hab < 1000,,,
L'Abergement-de-Cuisery,217100015,71001,COM,801,hab < 1000,,,
L'Abergement-Sainte-Colombe,217100023,71002,COM,1234,1000 ≤ hab < 3500,mairie.aberg.sc@wanadoo.fr,03 85 96 00 89,http://www.abergement-sainte-colombe.fr
Allerey-sur-Saône,217100031,71003,COM,813,hab < 1000,mairie.allereysursaone@wanadoo.fr,03 85 91 50 47,http://www.allerey-sur-saone.fr
Allériot,217100049,71004,COM,1163,1000 ≤ hab < 3500,mairie.dalleriot@wanadoo.fr,03 85 47 56 83,http://www.mairie-alleriot.fr
Aluze,217100056,71005,COM,260,hab < 1000,,,
Amanzé,217100064,71006,COM,186,hab < 1000,,,
Ameugny,217100072,71007,COM,174,hab < 1000,mairie.ameugny@wanadoo.fr,03 85 50 15 59,http://www.ameugny.fr
Anglure-sous-Dun,217100080,71008,COM,165,hab < 1000,mairieangluresousdun@wanadoo.fr,03 85 26 10 88,http://www.anglure-sous-dun.fr
Anost,217100098,71009,COM,746,hab < 1000,mairie@anost.fr,03 85 82 73 26,http://www.anost.fr
Antully,217100106,71010,COM,854,hab < 1000,mairie-antully@wanadoo.fr,03 85 54 71 12,http://www.antully.fr
Anzy-le-Duc,217100114,71011,COM,559,hab < 1000,mairie.anzy@orange.fr,03 85 25 16 43,http://www.anzyleduc.fr
Artaix,217100122,71012,COM,337,hab < 1000,mairie.artaix@wanadoo.fr,03 85 25 01 31,http://www.artaix.fr
Authumes,217100130,71013,COM,259,hab < 1000,mairie.authumes@wanadoo.fr,03 85 76 23 94,http://www.mairie-authumes.fr
Auxy,217100155,71015,COM,975,hab < 1000,mairie-auxy71@orange.fr,03 85 54 77 99,http://www.auxy71.fr
Azé,217100163,71016,COM,1052,1000 ≤ hab < 3500,aze-bourgogne@wanadoo.fr,03 85 33 33 23,http://www.aze.fr
Ballore,217100171,71017,COM,93,hab < 1000,,,
Bantanges,217100189,71018,COM,566,hab < 1000,,,
Barizey,217100197,71019,COM,145,hab < 1000,,,
Barnay,217100205,71020,COM,109,hab < 1000,,,
Baron,217100213,71021,COM,315,hab < 1000,commune.de.baron@wanadoo.fr,03 85 24 21 67,http://www.mairie-baron.fr
Baudemont,217100221,71022,COM,659,hab < 1000,,,
Baudrières,217100239,71023,COM,972,hab < 1000,mairie@baudrieres.fr,03 85 42 75 60,http://www.baudrieres.fr
Baugy,217100247,71024,COM,528,hab < 1000,,,
Beaubery,217100254,71025,COM,380,hab < 1000,mairie.beaubery@wanadoo.fr,03 85 24 80 24,http://beaubery.fr
Beaumont-sur-Grosne,217100262,71026,COM,351,hab < 1000,,,
Beaurepaire-en-Bresse,217100270,71027,COM,680,hab < 1000,mairiebeaurepaire71@wanadoo.fr,03 85 74 13 24,http://www.beaurepaire-en-bresse.com
Beauvernois,217100288,71028,COM,125,hab < 1000,mairie.beauvernois@orange.fr,03 85 72 33 05,http://www.pays-bresse-bourguignonne.com
Bellevesvre,217100296,71029,COM,279,hab < 1000,,,
Bergesserin,217100304,71030,COM,209,hab < 1000,,,
Berzé-le-Châtel,217100312,71031,COM,61,hab < 1000,,,
Berzé-la-Ville,217100320,71032,COM,682,hab < 1000,mairie@berzelaville.fr,03 85 37 71 10,http://www.berzelaville.fr
Bey,217100338,71033,COM,844,hab < 1000,mairie.bey.71@wanadoo.fr,03 85 47 56 92,http://www.mairie-bey.fr
Bissey-sous-Cruchaud,217100346,71034,COM,351,hab < 1000,mairie@bissey-sous-cruchaud.fr,03 85 92 18 40,http://www.bissey-sous-cruchaud.fr
Bissy-la-Mâconnaise,217100353,71035,COM,206,hab < 1000,,,
Bissy-sous-Uxelles,217100361,71036,COM,71,hab < 1000,,,
Bissy-sur-Fley,217100379,71037,COM,100,hab < 1000,mairie.bissysurfley@wanadoo.fr,03 85 49 25 45,http://www.bissy-sur-fley.fr
Les Bizots,217100387,71038,COM,483,hab < 1000,mairie.lesbizots@wanadoo.fr,03 85 55 72 31,http://www.les-bizots.fr
Blanot,217100395,71039,COM,170,hab < 1000,blanot.71.bourgogne@wanadoo.fr,03 85 50 04 00,http://www.blanot.fr
Blanzy,217100403,71040,COM,6391,3500 ≤ hab < 10.000,mairie@blanzy71.fr,03 85 68 00 99,http://www.blanzy71.fr
Bois-Sainte-Marie,217100411,71041,COM,203,hab < 1000,,,
Bonnay,217100429,71042,COM,342,hab < 1000,mairie.bonnay.sl@wanadoo.fr,03 85 59 45 91,http://www.bonnay-71.fr
Les Bordes,217100437,71043,COM,90,hab < 1000,,,
Bosjean,217100445,71044,COM,319,hab < 1000,mairie.bosjean@wanadoo.fr,03 85 74 74 17,https://bosjean.com
Bouhans,217100452,71045,COM,178,hab < 1000,,,
La Boulaye,217100460,71046,COM,106,hab < 1000,,,
Bourbon-Lancy,217100478,71047,COM,5123,3500 ≤ hab < 10.000,,,
Bourg-le-Comte,217100486,71048,COM,187,hab < 1000,,,
Bourgvilain,217100502,71050,COM,340,hab < 1000,mairiebourgvilain@orange.fr,03 85 50 80 78,http://www.bourgvilain.fr
Bouzeron,217100510,71051,COM,149,hab < 1000,,,
Boyer,217100528,71052,COM,720,hab < 1000,boyer71-mairie@wanadoo.fr,03 85 51 03 69,http://www.boyer71.fr
Bragny-sur-Saône,217100544,71054,COM,638,hab < 1000,71.mairie.bragny@wanadoo.fr,03 85 91 50 26,http://www.bragny-sur-saone.fr
Branges,217100569,71056,COM,2401,1000 ≤ hab < 3500,mairie-branges@wanadoo.fr,03 85 75 04 10,http://www.mairie-branges.fr
Bray,217100577,71057,COM,128,hab < 1000,,,
Bresse-sur-Grosne,217100585,71058,COM,198,hab < 1000,mairie.bresse-sur-grosne@wanadoo.fr,03 85 92 63 22,http://www.commune-bressesurgrosne.fr
Le Breuil,217100593,71059,COM,3705,3500 ≤ hab < 10.000,mairie@lebreuilbourgogne.fr,03 85 55 28 78,http://www.lebreuilbourgogne.fr
Briant,217100601,71060,COM,227,hab < 1000,mairie.briant@wanadoo.fr,03 85 25 83 58,http://www.mairie-briant.fr
Brienne,217100619,71061,COM,482,hab < 1000,mairie-de-brienne@orange.fr,03 85 40 10 19,http://www.brienne71.fr
Brion,217100627,71062,COM,308,hab < 1000,,,
Broye,217100635,71063,COM,772,hab < 1000,mairie.de.broye@wanadoo.fr,03 85 54 40 75,http://www.vivreabroye.fr
Bruailles,217100643,71064,COM,1004,1000 ≤ hab < 3500,mairie.bruailles@orange.fr,03 85 76 05 84,http://www.bruailles.fr
Buffières,217100650,71065,COM,284,hab < 1000,mairie.buffieres@wanadoo.fr,03 85 59 61 30,http://www.buffieres.fr
Burgy,217100668,71066,COM,119,hab < 1000,,,
Burnand,217100676,71067,COM,135,hab < 1000,mairieburnand@orange.fr,03 85 92 52 63,https://www.burnand.fr
Burzy,217100684,71068,COM,66,hab < 1000,,,
Bussières,217100692,71069,COM,598,hab < 1000,mairie.de.bussiere@wanadoo.fr,03 85 37 70 07,http://www.bussieres71.fr
Buxy,217100700,71070,COM,2150,1000 ≤ hab < 3500,mairie.buxy@wanadoo.fr,03 85 94 18 30,http://www.buxy.fr
Céron,217100718,71071,COM,277,hab < 1000,mairie.ceron@wanadoo.fr,03 85 25 05 11,http://www.ceron-bourgogne.fr
Cersot,217100726,71072,COM,141,hab < 1000,,,
Chagny,217100734,71073,COM,5695,3500 ≤ hab < 10.000,mairie@ville-chagny71.fr,03 85 47 80 00,http://www.chagny.fr
Chaintré,217100742,71074,COM,589,hab < 1000,mairie.chaintre@wanadoo.fr,03 85 35 60 09,http://www.chaintre.fr
Chalmoux,217100759,71075,COM,651,hab < 1000,mairie.chalmoux@wanadoo.fr,03 85 84 24 07,http://www.mairie-chalmoux.fr
Chalon-sur-Saône,217100767,71076,COM,47085,10.000 ≤ hab < 100.000,,03 85 90 50 50,https://www.chalon.fr
Chambilly,217100775,71077,COM,518,hab < 1000,,,
Chamilly,217100783,71078,COM,160,hab < 1000,,,
Champagnat,217100791,71079,COM,468,hab < 1000,,,
Champagny-sous-Uxelles,217100809,71080,COM,97,hab < 1000,,,
Champforgeuil,217100817,71081,COM,2543,1000 ≤ hab < 3500,mairie@champforgeuil.fr,03 85 97 19 20,http://www.champforgeuil.fr
Champlecy,217100825,71082,COM,225,hab < 1000,mairie.champlecy@wanadoo.fr,03 85 24 08 68,http://www.mairie-champlecy.fr
Chânes,217100841,71084,COM,557,hab < 1000,mairie.chanes@wanadoo.fr,03 85 37 12 36,http://www.chanes.fr
Change,217100858,71085,COM,232,hab < 1000,,,
Changy,217100866,71086,COM,471,hab < 1000,,,
Chapaize,217100874,71087,COM,155,hab < 1000,,,
La Chapelle-au-Mans,217100882,71088,COM,235,hab < 1000,,,
La Chapelle-de-Bragny,217100890,71089,COM,262,hab < 1000,mairie.la-chapelle-de-bragny@wanadoo.fr,03 85 92 22 42,http://www.lachapelledebragny.fr
La Chapelle-de-Guinchay,217100908,71090,COM,4172,3500 ≤ hab < 10.000,contact@lachapelledeguinchay.fr,03 85 36 70 47,http://www.lachapelledeguinchay.fr
La Chapelle-du-Mont-de-France,217100916,71091,COM,189,hab < 1000,,,
La Chapelle-Naude,217100924,71092,COM,562,hab < 1000,,,
La Chapelle-Saint-Sauveur,217100932,71093,COM,701,hab < 1000,mairie.lachapellesaintsauveur@wanadoo.fr,03 85 74 51 23,http://lachapellesaintsauveur.fr
La Chapelle-sous-Brancion,217100940,71094,COM,132,hab < 1000,,,
La Chapelle-sous-Dun,217100957,71095,COM,450,hab < 1000,,,
La Chapelle-sous-Uchon,217100965,71096,COM,185,hab < 1000,,,
La Chapelle-Thècle,217100973,71097,COM,466,hab < 1000,mairie.chapelle.thecle@orange.fr,03 85 72 90 49,http://www.lachapellethecle.com
Charbonnat,217100981,71098,COM,255,hab < 1000,mairie.de.charbonnat@wanadoo.fr,03 85 54 28 96,http://www.charbonnat.fr
Charbonnières,217100999,71099,COM,346,hab < 1000,mairie-decharbonnieres@wanadoo.fr,03 85 36 91 90,http://www.charbonnieres71.fr
Chardonnay,217101005,71100,COM,199,hab < 1000,,,
Charette-Varennes,217105931,71101,COM,464,hab < 1000,,,
